Category,Product Name,Sentiment,Emotion,Customer Review,topic,theme,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating
Men's Fashion,"PIERRE CARDIN SHORTY 2IN1 PC268-2 - RANDOM, M",Negative,Sadness,Fittingnya kurang sesuai dgn apa yg diharapkan sih. Tapi bahannya enak lah,3,Item not as described,Jakarta Barat,149000,4.9,1413,706,3
Men's Fashion,Bowin Masker Bomber - 2x Anti Bakteri & Percikan (Masker Kain 4 Lapis) - PRO REGULER,Negative,Fear,"Yang kids bener, yg besar beda bahan dan sangat tipis. padahal yg besar pesan yg ada katupnya tapi ini kagak.",3,Item not as described,Jakarta Barat,12500,4.8,127291,19132,3
Men's Fashion,Tas Waistbag Pria FourtyFour Bolsa - Tas Pinggang Pria Wanita - Black,Negative,Fear,Proses packing sangat lambat.,8,Slow delivery,Jakarta Barat,78000,4.8,576,270,2
Men's Fashion,"Kemeja Baju Hem Batik Pria Motif Murah Berkualitas #RNZ - sampul, M",Negative,Fear,Barang nya kotor banyak bintik hitam dan bintik putih mungkin jamuran.,0,Item not as described,Pekalongan,70000,4.7,4117,812,2
Men's Fashion,jam tangan Biden fashion pria analog pita jala bisnis - Putih,Negative,Anger,"Jamnya biasa aja, saya tidak tahu kenapa bisa harga awalnya sejutaan. mungkin teknik marketingnya seperti itu.",1,Unresponsive seller,Jakarta Utara,1500000,4.8,10921,7608,2
Men's Fashion,BUBM Tas Dokumen Organizer Bag HYB - Abu-abu,Negative,Sadness,barang sudah sampai beberapa hari tapi baru hari ini sempat dibuka dan mau dipakai ternyata ada jahitan di dalam yg terbuka...Negative quality control,17,Poor quality / flimsy,Jakarta Utara,145000,4.9,309,174,2
Men's Fashion,Military cap COMMANDO - Baseball cap Topi militer Topi Army Topi Baseb - GREEN,Negative,Sadness,topinya warnanya pudar dan gak sesuai dengan pic kecewa terimakasih,0,Item not as described,Jakarta Barat,199000,4.7,983,477,2
Men's Fashion,Military cap COMMANDO - Baseball cap Topi militer Topi Army Topi Baseb - GREEN,Negative,Sadness,"jahitan tidak rapih, Ada 2 jahitan sambungan depan Dan samping",17,Poor quality / flimsy,Jakarta Barat,199000,4.7,983,477,1
Men's Fashion,Military cap COMMANDO - Baseball cap Topi militer Topi Army Topi Baseb - GREEN,Negative,Sadness,ada sedikit cacat lipatan jahitannya,17,Poor quality / flimsy,Jakarta Barat,199000,4.7,983,477,3
Men's Fashion,Topi Bucket Rimba Hat Tali Premium Polos - Hitam,Negative,Anger,"Kenapa dikirim yg robek begini .Apa ga dicek dulu sblm dikirimMurah sih emg, tp jgn barang rusak yg dikirim min",10,Broken / damaged item,Bandung,16500,4.9,1792,304,1
Men's Fashion,Baseball cap : KAIRUI - Topi Baseball Topi Quick Dry Topi Olah Raga - BLACK,Negative,Sadness,"maaf kualitas buruk,, bahan tipis, lingkar kepala gak bisa disetel kecil,,",17,Poor quality / flimsy,Jakarta Barat,199000,4.8,5888,2623,1
Men's Fashion,Baseball cap : KAIRUI - Topi Baseball Topi Quick Dry Topi Olah Raga - BLACK,Negative,Fear,Untuk pengatur besar topinya dari plastik dan gampang putus,2,Damaged packaging,Jakarta Barat,199000,4.8,5888,2623,2
Men's Fashion,Baseball cap : KAIRUI - Topi Baseball Topi Quick Dry Topi Olah Raga - BLACK,Negative,Anger,"Tampilan si ok banget tapi bahan tipis banget, masa baru dipake (pemakaian normal) dua minggu jahitannya udah sobek sendiri..",17,Poor quality / flimsy,Jakarta Barat,199000,4.8,5888,2623,2
Men's Fashion,Bitzen Ikat pinggang pria model rel sabuk gesper kulit men belt - 08,Negative,Sadness,"maaf kepada seller, hanya bisa memberikan 2 bintang, disebabkan barang yg dipesan tidak sesuai dgn yg diterima, pesannya kepala gesper yg hitam polos sesuai gambar dgn kode 2, namun yg di terima bermotif, jadi tidak sesuai harapan... mau ajuin komplain juga malas, karena saya anggap gak terlalu penting... semoga kedepannya seller lebih baik lagi dalam pelayanan...",3,Item not as described,Kota Tangerang,100000,4.9,9258,4905,2
Men's Fashion,Bitzen Ikat pinggang pria model rel sabuk gesper kulit men belt - 09,Negative,Anger,kualitas barang jelek.penguncinya sudah patah saat baru dibuka..,10,Broken / damaged item,Kota Tangerang,100000,4.9,9258,4905,1
Men's Fashion,Bitzen Ikat pinggang pria model rel sabuk gesper kulit men belt - 10,Negative,Anger,Udah 2x beli ga awet banget..yg pertama rusak rel nya macet.. beli lagi eh relnya kendor ga mau kenceng beltnya,1,Unresponsive seller,Kota Tangerang,100000,4.9,9258,4905,1
Men's Fashion,Bitzen Ikat pinggang pria model rel sabuk gesper kulit men belt - 11,Negative,Sadness,"ikat pinggangnya sendiri sih baiklah. yang masalah kepala ikat pinggangnya. Yang saya terima dibeberapa bagian cat mengelupas. Hal lain, setelah dipake, susah dilepas, ungkitan untuk menaikkan penahan ikat pinggangnya tidak mau terangkat. Repot saat mau ganti pakaian.",17,Poor quality / flimsy,Kota Tangerang,100000,4.9,9258,4905,3
Men's Fashion,Rockbros Kacamata Sepeda Polarized dengan 5 Lensa Myopia Original 0089 - Hitam,Negative,Anger,"To be honest ! Barang rusak ( tangkai patah ) dikirim, saya salah juga pas buka ga di video unboxing. But overall, sangat - sangat mengecewakan sih kualiatas barang ini toko, padahal sudah di kasih notes waktu pemesanan, harap di check dulu min barang sebelum dikirim. Kapok sih klo saya !!!",10,Broken / damaged item,Jakarta Barat,100000,4.9,2407,1480,1
Men's Fashion,Rockbros Kacamata Sepeda Polarized dengan 5 Lensa Myopia Original 0089 - Hitam,Negative,Anger,"Pesen apa, datengnya apa... Untung masih menang argumen waktu komplain. Tapi terpaksa nerima barang dengan refund dipotong harga barang yg dikirim. Seller enak, untung... Buyer tetep rugi...",1,Unresponsive seller,Jakarta Barat,100000,4.9,2407,1480,1
Men's Fashion,Rockbros Kacamata Sepeda Polarized dengan 5 Lensa Myopia Original 0089 - Hitam,Negative,Fear,"Frame kacamata nya kurang bagus, tipis sptnya gampang patah, ngakbseperti kacamata pada umumnya",6,Poor quality / flimsy,Jakarta Barat,100000,4.9,2407,1480,3
Men's Fashion,DOMPET KULIT PRIA WANITA PANJANG IMPORT BAELLERRY MODEL PANJANG SW002 - Hitam,Negative,Sadness,Gak sesuai yg di pesannya merk apa malah yg di kirim nya dompet ginian Sdh gitu rugi banyak pas di retur gak di ganti ongkir nya,1,Unresponsive seller,Jakarta Barat,44000,4.8,8841,1336,1
Men's Fashion,DOMPET KULIT PRIA WANITA PANJANG IMPORT BAELLERRY MODEL PANJANG SW002 - Hitam,Negative,Fear,"beli 10pcs hampir rusak semua bentuknya, dan toko terus berdalih, ya udah utk pelajaran aja utk yg mau beli",13,Item not as described,Jakarta Barat,44000,4.8,8841,1336,1
Men's Fashion,DOMPET KULIT PRIA WANITA PANJANG IMPORT BAELLERRY MODEL PANJANG SW002 - Hitam,Negative,Sadness,trimakasih barang sudah sampai tapi sayang kulitnya ada yang cacat,18,Item not as described,Jakarta Barat,44000,4.8,8841,1336,3
Men's Fashion,SANDAL SWALLOW ORIGINAL UKURAN CAMPUR SENDAL JEPIT - 9 orange,Negative,Sadness,"Produk swallow, tp ukuran yg dikirim tdk sesuai deskripsi... Saya tanya, seller ga respon... Payah",3,Item not as described,Jakarta Barat,10000,4.9,8092,955,1
Men's Fashion,SANDAL SWALLOW ORIGINAL UKURAN CAMPUR SENDAL JEPIT - 9 orange,Negative,Fear,barangnya kurang sesuai dgn permintaan. sudah saya setujui berubah jumlah dan ukuran tp ternyata dikirim ada yg dirubah lg tanpa persetujuan,3,Item not as described,Jakarta Barat,10000,4.9,8092,955,2
Men's Fashion,Woodbags Sling Bag Mores - Hitam Kuning,Negative,Sadness,Baru pake 5 hr ud robek ??,14,Defective / does not work,Jakarta Barat,50000,4.7,2581,1371,2
Men's Fashion,Woodbags Sling Bag Mores - Hitam Kuning,Negative,Anger,"kualitasnya sangat jelek, sebanding dengan harganya... baru 2 minggu saya pakai sudah robek2 dengan sendirinya.",15,Poor quality / flimsy,Jakarta Barat,50000,4.7,2581,1371,1
Men's Fashion,"CD03 Celana Dalam Boxer Pria Katun Bambu Bamboo Fiber Underware - polos, 6xl",Negative,Sadness,ukuran 6xl seperti ukuran M. saat digunakan kurang nyaman. Sempit banget Celana dalamnya terutama saat bergerak sambungan tengah yang dijahit juga kurang panjang jadi rasanya sempit banget,3,Item not as described,Jakarta Barat,9900,4.7,9827,1571,2
Men's Fashion,"CD03 Celana Dalam Boxer Pria Katun Bambu Bamboo Fiber Underware - polos, 6xl",Negative,Anger,"yang motif ada yg Cacat ...minta 2 motif dikasih 1 dan polos 3 kwalitas kurang bagus, maklum barang china masih bagus buatan lokal",6,Poor quality / flimsy,Jakarta Barat,9900,4.7,9827,1571,1
Men's Fashion,Sarung Tangan Oakley v.2 Motor Tactical Half Gloves Army Military - BL - Hitam,Negative,Sadness,"barang tidak sesuai, yg dipesan sarung tangan n yg dikirim peluru... tolong lebih teliti merespon pesanan....",18,Item not as described,Jakarta Barat,60000,4.8,1654,898,1
Men's Fashion,Sarung Tangan Oakley v.2 Motor Tactical Half Gloves Army Military - BL - Hitam,Negative,Sadness,Knuckles karetnya agak kurang nyaman terus pelayananya slow respon,6,Poor quality / flimsy,Jakarta Barat,60000,4.8,1654,898,3
Men's Fashion,jaket gojek original - XL,Negative,Sadness,baru pakai di resleting depan langsung rusak gambar bagian belakang kotor,10,Broken / damaged item,Bandung,80000,4.7,378,229,1
Men's Fashion,"BAJU TIDUR COWOK DEWASA IMPORT PIYAMA PRIA REMAJA KATUN SET CELANA BIG - 1, XL",Negative,Fear,Barang sampai dg cepat ttp dlm kondisi basah dan bau apek? Kenapa bisa begitu ya padahal didalam plastik?????,5,Bad smell or taste,Jakarta Utara,118888,4.8,203,84,3
Men's Fashion,"Piyama Pria Dewasa | Baju Tidur Laki laki Dewasa | Bahan katun Satin - Abu-abu, XL",Negative,Sadness,Polanya kurang pas. Negativean pas tapi lengan terlalu kecil.,3,Item not as described,Jakarta Utara,100000,4.8,966,413,3
Men's Fashion,Techdoo Kaos Kaki Ankle All Size 35-45 Kaoskaki Pendek KK01 - Putih,Negative,Anger,"Saya tulis dicatatan Hitam dan putih tapi yang dikirim hitam semua, apa gunanya catatan? lagian ini kaos kaki anak SD ga muat di kaki orang dewasa.",0,Item not as described,Kota Tangerang,9900,4.7,5070,801,1
Men's Fashion,Techdoo Kaos Kaki Ankle All Size 35-45 Kaoskaki Pendek KK01 - Putih,Negative,Sadness,"Saya order hitam (4 pcs) dan abu-abu (2pcs). Yang datang justru sebaliknya, hitam (2pcs) dan abu-abu (4pcs)",13,Item not as described,Kota Tangerang,9900,4.7,5070,801,1
Men's Fashion,Techdoo Kaos Kaki Ankle All Size 35-45 Kaoskaki Pendek KK01 - Putih,Negative,Anger,"kaos kaki sangat tipis, saat sudah transaksi respon penjual sangat lambat proses pengiriman",8,Slow delivery,Kota Tangerang,9900,4.7,5070,801,1
Men's Fashion,"Celana panjang piyama pria dewasa Hicoop men HSC 91 - M,Hitam",Negative,Fear,"maaf kak kok sy pesen celana yg warna abu� malah dapet kaos dalem ya, mohon dibantu dong ka soalnya sy g enak ke sepupu sy tdnya mau ngasih celana malah dtgnya kaos dalem",0,Item not as described,Jakarta Barat,99900,4.8,7731,2650,1
Men's Fashion,"Celana panjang piyama pria dewasa Hicoop men HSC 91 - M,Hitam",Negative,Anger,BAHAN CELANANYA SANGAT AMAT TIPIS DAN MENERAWANG GAK SESUAI GAMBAR. DI GAMBAR KAYAK KATUN TEBAL GITU TAPI ASLINYA YG DIKIRIM TIPIS DAN GAK BANGET YA. MAAF.,3,Item not as described,Jakarta Barat,99900,4.8,7731,2650,1
Men's Fashion,"Celana panjang piyama pria dewasa Hicoop men HSC 91 - M,Hitam",Negative,Anger,pesan warna coklat yg sampai warna abu abu .. lain kali tolong klo mau jualan lebih profesional lagi !,0,Item not as described,Jakarta Barat,99900,4.8,7731,2650,1
Men's Fashion,"Celana panjang piyama pria dewasa Hicoop men HSC 91 - M,Hitam",Negative,Sadness,sangat tipis bisa di terawang.. bagusan leging ibu2 di pinggir jalan ini mah. sangat tidak recommend. over price!!! nyesel bgt gw.. :((,17,Poor quality / flimsy,Jakarta Barat,99900,4.8,7731,2650,1
Men's Fashion,"Piyama Pria Baju Tidur Pria Piyama Cowok Dewasa Baju Tidur Cowok - PR-475, L",Negative,Anger,barang yg dikirim gk sesuai modelnya,18,Item not as described,Kota Tangerang Selatan,90000,4.9,1552,600,1
Men's Fashion,"Piyama Pria Baju Tidur Pria Piyama Cowok Dewasa Baju Tidur Cowok - PR-475, L",Negative,Sadness,Respons penjual Lemot seperti ogah2an melayani. bahan kaos mudah melar apalagi pakai mesin cuci.,17,Poor quality / flimsy,Kota Tangerang Selatan,90000,4.9,1552,600,1
Men's Fashion,"Celana Pendek Santai Boxer Shorts Katun HOLTBY HOLT-3 HAWAII -Satuan - Biru, S",Negative,Sadness,"Bahannya tipis dan ukuran XL nya kekecilan, terlalu sempit utk dipakai",3,Item not as described,Jakarta Pusat,200000,4.9,1965,680,3
Men's Fashion,Monalisa Piyama dewasa pria part 2 - Avenger,Negative,Sadness,"Ukuran XL baju oke, tapi celananya tdk XL kekecilan. Baju bisa Pakai celana tidak???? Baju yg dikirim celananya robek pas di jahitan, tdk di check dulu sblm kirim.",17,Poor quality / flimsy,Jakarta Barat,55000,4.6,460,213,3
Men's Fashion,"Polos - Classic Pajamas / Set Piyama Lengan Panjang Pria Dewasa Katun - Oregano, XL muat +-90 kg",Negative,Sadness,bahannya dicuci luntur mengenai baju yg lain.,10,Broken / damaged item,Jakarta Barat,154000,4.9,372,157,3
Men's Fashion,"Polos - Classic Pajamas / Set Piyama Lengan Panjang Pria Dewasa Katun - Oregano, XL muat +-90 kg",Negative,Sadness,Bahan nya panas dan kegedean banget gak sesuai dengan berat Negativean yg d estimasikan,3,Item not as described,Jakarta Barat,154000,4.9,372,157,2
Men's Fashion,"Polos - Classic Pajamas / Set Piyama Lengan Panjang Pria Dewasa Katun - Oregano, XL muat +-90 kg",Negative,Sadness,luntur terus meski sdh bbrp kali d cuci,17,Poor quality / flimsy,Jakarta Barat,154000,4.9,372,157,3
Men's Fashion,Sabuk Haji Umroh Model Besi Ikat Pinggang Gesper Pangsi Silat Betawi - PUTIH XXL,Negative,Sadness,"ga amanah toko nya,awal nya bilang ready ukuran nya,setelah transaksi bilang kosong stok nya,coba bilang dari awal kalo ukuran yg di ingikan kosong,pembeli bisa pindah ke penjual lain.pengiriman nya juga lelet",1,Unresponsive seller,Jakarta Selatan,20400,4.7,1950,528,1
Men's Fashion,Sabuk Haji Umroh Model Besi Ikat Pinggang Gesper Pangsi Silat Betawi - PUTIH XXL,Negative,Fear,"barang tidak sesuai dengan pesanan..sy pesan warna hitam ukuran L di kirimnya hijau ukuran XL dan sy pesan warna hijau ukuran M di kirim nya ukuran L,, tingkat kan pelayanan bos,,semoga di pesanan berikutnya sesuai ya",0,Item not as described,Jakarta Selatan,20400,4.7,1950,528,3
Men's Fashion,Sabuk Haji Umroh Model Besi Ikat Pinggang Gesper Pangsi Silat Betawi - PUTIH XXL,Negative,Sadness,"Brang dtg warna nya sesuai pesanan, tp karatan, dan kotor",0,Item not as described,Jakarta Selatan,20400,4.7,1950,528,2
Men's Fashion,"KAOS POLO SECURITY , BAJU SECURITY SATPAM PRIA - SATPAM PdkHitam, M",Negative,Sadness,barang tidak sesuai yg di pesan. warna pudar .kancing yg di pesan 3 yg di kirim model 2 kancing,0,Item not as described,Jakarta Utara,40900,4.9,4598,903,1
Men's Fashion,"KAOS POLO SECURITY , BAJU SECURITY SATPAM PRIA - SATPAM PdkHitam, M",Negative,Anger,ga sesuai permintaan...udh jelas2 dikasi keterangan orderannya dan di chat biar inget eeh...malah barang yg datang warna tdk sesuai dengan jumlah warna yg diinginkan. pengen cepet ngirim aja ini lapaknya. klo ga punya stok jgn di approve.,0,Item not as described,Jakarta Utara,40900,4.9,4598,903,2
Men's Fashion,baju seragam safari security satpam pendek murah berkualitas bandung,Negative,Sadness,Celana semua tidak seperti orderan. Minta nomer 32 dan 35 malah dikasih 33 dan 36.,0,Item not as described,Kota Bandung,125000,4.8,2344,559,2
Men's Fashion,baju seragam safari security satpam pendek murah berkualitas bandung,Negative,Sadness,Celana ukuran 32 tidak akurat,3,Item not as described,Kota Bandung,125000,4.8,2344,559,3
Men's Fashion,Kemeja Putih PNS / Baju Putih PNS - S,Negative,Fear,"Respon cepat tp sayang tdk sesuai harapan. Ukuran S nya besar, kantong kiri-kanan terlalu bawah, tanda pangkat di pundak sebelah kiri tidak simetris/miring, sebelah kanan posisi kancing tdk pas sehingga melengkung. Kesannya yg menjahit asal-asalan. Tidak rekomendasi",3,Item not as described,Jakarta Utara,74900,4.7,2964,932,2
Men's Fashion,"Leedoo Sepatu Sneakers Pria Import Running Shoes Young Lifestyle EE01 - Hitam, 41",Negative,Sadness,"alas sepatu tipis, dipakai 2 bulan sudah aus. padahal make ny jarang. ??",4,Defective / does not work,Kota Tangerang,99000,4.6,3015,4639,3
Men's Fashion,sepatu safety caterpillar ori - 39,Negative,Sadness,warnanya ga sesuai photo di deskripsi warna sepatu di deskripsi aga' crem yang dateng abu2x gelap,0,Item not as described,Kab. Bandung,116000,4.7,1057,509,2
Men's Fashion,sepatu safety caterpillar ori - 39,Negative,Sadness,baru di pake sekali udah robek sol nya,14,Defective / does not work,Kab. Bandung,116000,4.7,1057,509,2
Men's Fashion,"Sepatu Karet PVC Anti Tembus Air Banjir Hujan AP BOOTS MOTO 3 MOTO3 - Hitam, 44",Negative,Sadness,Sepatu nya sudah sampai..cuma tdk sesuai pesanan sy..seharus nya 40 (1)..41 (3) dan 42 (1) tapi dikasihnya 40 (2) dan 41 (3)..jdi ada yg ga muat dipakai nya...seharusny ada pemberitahuan dlu..lain kali lebih teliti lagi gan..klo untuk kwalitas nya bagus..hanya disayangkan masalah nomer nya aja..,18,Item not as described,Kota Depok,100000,4.8,10100,4003,3
Men's Fashion,"Sepatu Karet PVC Anti Tembus Air Banjir Hujan AP BOOTS MOTO 3 MOTO3 - Hitam, 44",Negative,Sadness,"bertanya 43, dijawab ready, dikirim 38, tuker ga boleh.. kecewa sangat",8,Slow delivery,Kota Depok,100000,4.8,10100,4003,1
Men's Fashion,"Sepatu Karet PVC Anti Tembus Air Banjir Hujan AP BOOTS MOTO 3 MOTO3 - Hitam, 44",Negative,Sadness,bolong dikitt...lama lama bisa lebar nih..orderan kali ini yaa agak kecewa,8,Slow delivery,Kota Depok,100000,4.8,10100,4003,3
Men's Fashion,"Sepatu Boots AP Ultraflex Motor Outdoor Kebun Anti Air By AP Boots - Hijau, 40",Negative,Sadness,Saya tulis ukuran yg di butuhkan 4 macam... yg saya terima ini hanya 1 macam... ngga bisa kita pake semua...,3,Item not as described,Kota Depok,123000,4.9,1408,1057,2
Men's Fashion,"Sepatu Boots AP Ultraflex Motor Outdoor Kebun Anti Air By AP Boots - Hijau, 40",Negative,Fear,"Mesan hijau dikasih abu abu, ukuran sama, apa gak baca pesanannya? Kalau memang gaada ya dijelaskan saja kn lebih enak?",0,Item not as described,Kota Depok,123000,4.9,1408,1057,3
Men's Fashion,"Sepatu Boots AP Ultraflex Motor Outdoor Kebun Anti Air By AP Boots - Hijau, 40",Negative,Sadness,Minta size 43 42 40 dikirim 42 semuanya tanpa ada konfirmasi dahulu,18,Item not as described,Kota Depok,123000,4.9,1408,1057,3
Men's Fashion,"Sendal joemen Kulit Original Pria S35 - Coklat tua, 39",Negative,Fear,tolong diperhatikan barang yg akan dikirim layak/tidak..pesanan yg sy kirim sudah sesuai dari warna dan size tapi barangnya kusam seperti sendal bekas,0,Item not as described,Kab. Mojokerto,65000,4.7,3156,2146,3
Men's Fashion,"Sendal joemen Kulit Original Pria S35 - Coklat tua, 39",Negative,Sadness,"lumayan ,tapi kalau dipake jalan jauh suka lecet,,,pas jepit jempol dan kaki telunjuk terasa sakit",17,Poor quality / flimsy,Kab. Mojokerto,65000,4.7,3156,2146,3
Men's Fashion,"Sendal joemen Kulit Original Pria S35 - Coklat tua, 39",Negative,Anger,"barang yg dikirim hrsnya di cek dulu, konsumen kan byr bukan gratis. masa paku rivert nya yg sebelah ada tutup penahannya. yg sebelahnya nggak ada tutup penahannya, jadi copotlah klo di pake. gimana sih...",17,Poor quality / flimsy,Kab. Mojokerto,65000,4.7,3156,2146,1
